ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,Christmas,Christmas_lower,Christmas_upper,CNY,CNY_lower,CNY_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,holidays,holidays_lower,holidays_upper,is_final_2ld,is_final_2ld_lower,is_final_2ld_upper,is_final_day,is_final_day_lower,is_final_day_upper,is_final_week,is_final_week_lower,is_final_week_upper,is_first_2days,is_first_2days_lower,is_first_2days_upper,is_first_day,is_first_day_lower,is_first_day_upper,is_first_week,is_first_week_lower,is_first_week_upper,MCO_1,MCO_1_lower,MCO_1_upper,MCO_2,MCO_2_lower,MCO_2_upper,Minor_PH,Minor_PH_lower,Minor_PH_upper,monthly,monthly_lower,monthly_upper,Raya_AA,Raya_AA_lower,Raya_AA_upper,Raya_AF,Raya_AF_lower,Raya_AF_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,1760.716356336095,-4232.716956825628,-4232.716956825628,-4232.716956825628,0,0,0,0,0,0,-539.505560444767,-539.505560444767,-539.505560444767,-1808.9196246491158,-1808.9196246491158,-1808.9196246491158,0,0,0,0,0,0,0,0,0,0,0,0,-539.505560444767,-539.505560444767,-539.505560444767,0,0,0,0,0,0,0,0,0,-1808.9196246491158,-1808.9196246491158,-1808.9196246491158,-750.0576501575188,-750.0576501575188,-750.0576501575188,0,0,0,0,0,0,-1490.306130660743,-1490.306130660743,-1490.306130660743,356.07200908651646,356.07200908651646,356.07200908651646,0,0,0,-3939.970382305613,-1005.3109474978902,1760.716356336095,1760.716356336095,-2472.0006004895326
2022-01-02T00:00:00Z,1761.4952668075407,-3079.2845450465907,-3079.2845450465907,-3079.2845450465907,0,0,0,0,0,0,-698.6973834600403,-698.6973834600403,-698.6973834600403,0,0,0,0,0,0,0,0,0,0,0,0,-698.6973834600403,-698.6973834600403,-698.6973834600403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-572.3828847452415,-572.3828847452415,-572.3828847452415,0,0,0,0,0,0,-2077.4599225245684,-2077.4599225245684,-2077.4599225245684,269.25564568325956,269.25564568325956,269.25564568325956,0,0,0,-2765.0917745514366,233.97375886620745,1761.4952668075407,1761.4952668075407,-1317.78927823905
2022-01-03T00:00:00Z,1762.2741772789866,-535.6652922785252,-535.6652922785252,-535.6652922785252,0,0,0,0,0,0,-584.3700396503192,-584.3700396503192,-584.3700396503192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-584.3700396503192,-584.3700396503192,-584.3700396503192,0,0,0,0,0,0,0,0,0,-540.0962052765074,-540.0962052765074,-540.0962052765074,0,0,0,0,0,0,409.5531708810219,409.5531708810219,409.5531708810219,179.2477817672794,179.2477817672794,179.2477817672794,0,0,0,-285.07685549412963,2709.5839674123267,1762.2741772789866,1762.2741772789866,1226.6088850004614
2022-01-04T00:00:00Z,1763.0530877504323,-396.9583946628375,-396.9583946628375,-396.9583946628375,0,0,0,0,0,0,-584.3700396503192,-584.3700396503192,-584.3700396503192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-584.3700396503192,-584.3700396503192,-584.3700396503192,0,0,0,0,0,0,0,0,0,-661.5112270155836,-661.5112270155836,-661.5112270155836,0,0,0,0,0,0,761.2368628632975,761.2368628632975,761.2368628632975,87.68600913976786,87.68600913976786,87.68600913976786,0,0,0,19.95949116450104,2920.1147008083703,1763.0530877504323,1763.0530877504323,1366.0946930875948
2022-01-05T00:00:00Z,1763.831998221878,-621.9150571470822,-621.9150571470822,-621.9150571470822,0,0,0,0,0,0,-584.3700396503192,-584.3700396503192,-584.3700396503192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-584.3700396503192,-584.3700396503192,-584.3700396503192,0,0,0,0,0,0,0,0,0,-800.6575649938089,-800.6575649938089,-800.6575649938089,0,0,0,0,0,0,766.8676634443192,766.8676634443192,766.8676634443192,-3.755115947273214,-3.755115947273214,-3.755115947273214,0,0,0,-459.2062836432242,2772.1486755719525,1763.831998221878,1763.831998221878,1141.9169410747959
2022-01-06T00:00:00Z,1764.6109086933236,-677.1315171853801,-677.1315171853801,-677.1315171853801,0,0,0,0,0,0,-584.3700396503192,-584.3700396503192,-584.3700396503192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-584.3700396503192,-584.3700396503192,-584.3700396503192,0,0,0,0,0,0,0,0,0,-824.1175994601404,-824.1175994601404,-824.1175994601404,0,0,0,0,0,0,824.7587217265046,824.7587217265046,824.7587217265046,-93.4025998014253,-93.4025998014253,-93.4025998014253,0,0,0,-217.49067243454647,2536.2955598143917,1764.6109086933236,1764.6109086933236,1087.4793915079435
2022-01-07T00:00:00Z,1765.3898191647695,-675.6645417267739,-675.6645417267739,-675.6645417267739,0,0,0,0,0,0,-584.3700396503192,-584.3700396503192,-584.3700396503192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-584.3700396503192,-584.3700396503192,-584.3700396503192,0,0,0,0,0,0,0,0,0,-717.0204434838679,-717.0204434838679,-717.0204434838679,0,0,0,0,0,0,805.3496342636827,805.3496342636827,805.3496342636827,-179.62369285626943,-179.62369285626943,-179.62369285626943,0,0,0,-399.74644414049175,2483.221479114452,1765.3898191647695,1765.3898191647695,1089.7252774379956
2022-01-08T00:00:00Z,1766.1687296362152,-2322.02170818463,-2322.02170818463,-2322.02170818463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-570.8518235774343,-570.8518235774343,-570.8518235774343,0,0,0,0,0,0,-1490.3061306535708,-1490.3061306535708,-1490.3061306535708,-260.8637539536255,-260.8637539536255,-260.8637539536255,0,0,0,-1926.8629147620472,910.2389618848906,1766.1687296362152,1766.1687296362152,-555.8529785484147
2022-01-09T00:00:00Z,1766.9476401076608,-2888.223998328602,-2888.223998328602,-2888.223998328602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-475.08173398608415,-475.08173398608415,-475.08173398608415,0,0,0,0,0,0,-2077.4599225239567,-2077.4599225239567,-2077.4599225239567,-335.682341818561,-335.682341818561,-335.682341818561,0,0,0,-2715.4938707225906,374.01667927438825,1766.9476401076608,1766.9476401076608,-1121.2763582209413
2022-01-10T00:00:00Z,1767.7265505791067,-423.52055041570674,-423.52055041570674,-423.52055041570674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-430.2871016641599,-430.2871016641599,-430.2871016641599,0,0,0,0,0,0,409.5531708827703,409.5531708827703,409.5531708827703,-402.7866196343172,-402.7866196343172,-402.7866196343172,0,0,0,-175.6957832133705,2750.395946897723,1767.7265505791067,1767.7265505791067,1344.2060001634
