ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,Christmas,Christmas_lower,Christmas_upper,CNY,CNY_lower,CNY_upper,holidays,holidays_lower,holidays_upper,MCO_1,MCO_1_lower,MCO_1_upper,MCO_2,MCO_2_lower,MCO_2_upper,Minor_PH,Minor_PH_lower,Minor_PH_upper,monthly,monthly_lower,monthly_upper,Raya_AA,Raya_AA_lower,Raya_AA_upper,Raya_AF,Raya_AF_lower,Raya_AF_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,2132.8073972258703,-4935.984176149377,-4935.984176149377,-4935.984176149377,0,0,0,0,0,0,-1954.9748990414282,-1954.9748990414282,-1954.9748990414282,0,0,0,0,0,0,-1954.9748990414282,-1954.9748990414282,-1954.9748990414282,-1909.6813299245537,-1909.6813299245537,-1909.6813299245537,0,0,0,0,0,0,-1476.6898883437736,-1476.6898883437736,-1476.6898883437736,405.3619411603791,405.3619411603791,405.3619411603791,0,0,0,-4802.132375540333,-891.957720026669,2132.8073972258703,2132.8073972258703,-2803.176778923507
2022-01-02T00:00:00Z,2133.3470508024907,-3495.368137767673,-3495.368137767673,-3495.368137767673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1728.8648647084171,-1728.8648647084171,-1728.8648647084171,0,0,0,0,0,0,-2076.5336751221107,-2076.5336751221107,-2076.5336751221107,310.03040206285516,310.03040206285516,310.03040206285516,0,0,0,-3340.217032882969,634.6717531468157,2133.3470508024907,2133.3470508024907,-1362.0210869651823
2022-01-03T00:00:00Z,2133.8867043791115,-765.8475417317832,-765.8475417317832,-765.8475417317832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1389.225527699791,-1389.225527699791,-1389.225527699791,0,0,0,0,0,0,413.3285605941827,413.3285605941827,413.3285605941827,210.0494253738244,210.0494253738244,210.0494253738244,0,0,0,-447.1426375439418,3222.716766089652,2133.8867043791115,2133.8867043791115,1368.0391626473283
2022-01-04T00:00:00Z,2134.4263579557323,-373.30465281312553,-373.30465281312553,-373.30465281312553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1257.6451084657579,-1257.6451084657579,-1257.6451084657579,0,0,0,0,0,0,777.0678573027171,777.0678573027171,777.0678573027171,107.27259834991486,107.27259834991486,107.27259834991486,0,0,0,-30.27519164426197,3831.744464579282,2134.4263579557323,2134.4263579557323,1761.1217051426067
2022-01-05T00:00:00Z,2134.9660115323527,-565.1956773596038,-565.1956773596038,-565.1956773596038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1335.2218234260824,-1335.2218234260824,-1335.2218234260824,0,0,0,0,0,0,766.399229304184,766.399229304184,766.399229304184,3.6269167622943486,3.6269167622943486,3.6269167622943486,0,0,0,-350.77465616073766,3486.545811007072,2134.9660115323527,2134.9660115323527,1569.7703341727488
2022-01-06T00:00:00Z,2135.5056651089735,-664.1883103246602,-664.1883103246602,-664.1883103246602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1381.518030101448,-1381.518030101448,-1381.518030101448,0,0,0,0,0,0,816.2614799459077,816.2614799459077,816.2614799459077,-98.93176016912045,-98.93176016912045,-98.93176016912045,0,0,0,-559.4784217651146,3428.0188087953047,2135.5056651089735,2135.5056651089735,1471.3173547843135
2022-01-07T00:00:00Z,2136.0453186855943,-639.7065546715572,-639.7065546715572,-639.7065546715572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1221.4087068745368,-1221.4087068745368,-1221.4087068745368,0,0,0,0,0,0,780.1664363125201,780.1664363125201,780.1664363125201,-198.46428410954053,-198.46428410954053,-198.46428410954053,0,0,0,-483.8400776714702,3396.542987252112,2136.0453186855943,2136.0453186855943,1496.3387640140372
2022-01-08T00:00:00Z,2136.5849722622147,-2691.8615250105563,-2691.8615250105563,-2691.8615250105563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-922.0779647296047,-922.0779647296047,-922.0779647296047,0,0,0,0,0,0,-1476.6898883366557,-1476.6898883366557,-1476.6898883366557,-293.0936719442962,-293.0936719442962,-293.0936719442962,0,0,0,-2564.3146246081787,1434.4145153823315,2136.5849722622147,2136.5849722622147,-555.2765527483416
2022-01-09T00:00:00Z,2137.1246258388355,-3151.645184076839,-3151.645184076839,-3151.645184076839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-694.0622219991905,-694.0622219991905,-694.0622219991905,0,0,0,0,0,0,-2076.533675121492,-2076.533675121492,-2076.533675121492,-381.049286956156,-381.049286956156,-381.049286956156,0,0,0,-2904.94062908625,717.2912838315192,2137.1246258388355,2137.1246258388355,-1014.5205582380036
2022-01-10T00:00:00Z,2137.6642794154563,-701.530360136053,-701.530360136053,-701.530360136053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-654.1503004829685,-654.1503004829685,-654.1503004829685,0,0,0,0,0,0,413.32856059591893,413.32856059591893,413.32856059591893,-460.7086202490035,-460.7086202490035,-460.7086202490035,0,0,0,-661.2543381946821,3326.1281969033694,2137.6642794154563,2137.6642794154563,1436.1339192794035
