ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,1980.0015284949313,-1394.9782027652839,-1394.9782027652839,-1394.9782027652839,-1397.1359849612707,-1397.1359849612707,-1397.1359849612707,2.1577821959869454,2.1577821959869454,2.1577821959869454,0,0,0,-1935.1475118310086,3301.596835451244,1980.0015284949313,1980.0015284949313,585.0233257296475
2022-01-02T00:00:00Z,1980.4548306061774,-2113.8375840179083,-2113.8375840179083,-2113.8375840179083,-2050.350262565366,-2050.350262565366,-2050.350262565366,-63.487321452542304,-63.487321452542304,-63.487321452542304,0,0,0,-3029.7947362242453,2676.3033880722564,1980.4548306061774,1980.4548306061774,-133.38275341173085
2022-01-03T00:00:00Z,1980.908132717423,92.48097549307997,92.48097549307997,92.48097549307997,219.72868604990296,219.72868604990296,219.72868604990296,-127.24771055682302,-127.24771055682302,-127.24771055682302,0,0,0,-742.6711999192917,4692.728503859537,1980.908132717423,1980.908132717423,2073.389108210503
2022-01-04T00:00:00Z,1981.3614348286692,593.3705839186526,593.3705839186526,593.3705839186526,781.5485238187006,781.5485238187006,781.5485238187006,-188.17793990004793,-188.17793990004793,-188.17793990004793,0,0,0,211.72860372898296,5476.646931959749,1981.3614348286692,1981.3614348286692,2574.732018747322
2022-01-05T00:00:00Z,1981.8147369399146,556.6745218917665,556.6745218917665,556.6745218917665,802.0779698631372,802.0779698631372,802.0779698631372,-245.4034479713704,-245.4034479713704,-245.4034479713704,0,0,0,-247.91796792397284,5198.395135562812,1981.8147369399146,1981.8147369399146,2538.489258831681
2022-01-06T00:00:00Z,1982.2680390511607,502.2181902855201,502.2181902855201,502.2181902855201,800.3575195421423,800.3575195421423,800.3575195421423,-298.1393292566224,-298.1393292566224,-298.1393292566224,0,0,0,-257.39721361541893,5120.29052611234,1982.2680390511607,1982.2680390511607,2484.486229336681
2022-01-07T00:00:00Z,1982.7213411624064,498.0667575002274,498.0667575002274,498.0667575002274,843.7735482456525,843.7735482456525,843.7735482456525,-345.706790745425,-345.706790745425,-345.706790745425,0,0,0,-356.7564141598922,5216.744849927224,1982.7213411624064,1982.7213411624064,2480.7880986626337
2022-01-08T00:00:00Z,1983.1746432736522,-1784.6828734059452,-1784.6828734059452,-1784.6828734059452,-1397.1359849541232,-1397.1359849541232,-1397.1359849541232,-387.5468884518221,-387.5468884518221,-387.5468884518221,0,0,0,-2367.365345084544,3278.5171190851997,1983.1746432736522,1983.1746432736522,198.49176986770703
2022-01-09T00:00:00Z,1983.6279453848979,-2473.581474955423,-2473.581474955423,-2473.581474955423,-2050.35026256489,-2050.35026256489,-2050.35026256489,-423.2312123905331,-423.2312123905331,-423.2312123905331,0,0,0,-3121.4689233567915,2295.006018368853,1983.6279453848979,1983.6279453848979,-489.953529570525
2022-01-10T00:00:00Z,1984.081247496144,-232.74058366879459,-232.74058366879459,-232.74058366879459,219.7286860516691,219.7286860516691,219.7286860516691,-452.46926972046367,-452.46926972046367,-452.46926972046367,0,0,0,-867.4261494773004,4525.363345891637,1984.081247496144,1984.081247496144,1751.3406638273493
2022-01-11T00:00:00Z,1984.5345496073896,306.43612036815,306.43612036815,306.43612036815,781.5485238189157,781.5485238189157,781.5485238189157,-475.11240345076567,-475.11240345076567,-475.11240345076567,0,0,0,-265.9890284898616,5040.439503051851,1984.5345496073896,1984.5345496073896,2290.9706699755397
2022-01-12T00:00:00Z,1984.9878517186355,310.923794076714,310.923794076714,310.923794076714,802.077969862946,802.077969862946,802.077969862946,-491.1541757862321,-491.1541757862321,-491.1541757862321,0,0,0,-730.0545161866233,5030.963456793733,1984.9878517186355,1984.9878517186355,2295.9116457953496
2022-01-13T00:00:00Z,1985.4411538298812,299.63028116718806,299.63028116718806,299.63028116718806,800.3575195418144,800.3575195418144,800.3575195418144,-500.7272383746264,-500.7272383746264,-500.7272383746264,0,0,0,-479.30688604456634,4944.097695735589,1985.4411538298812,1985.4411538298812,2285.0714349970694
2022-01-14T00:00:00Z,1985.8944559411273,339.6767443873282,339.6767443873282,339.6767443873282,843.7735482501342,843.7735482501342,843.7735482501342,-504.0968038628061,-504.0968038628061,-504.0968038628061,0,0,0,-317.55216847277967,4985.956116291333,1985.8944559411273,1985.8944559411273,2325.5712003284552
2022-01-15T00:00:00Z,1986.347758052373,-1898.7869067245013,-1898.7869067245013,-1898.7869067245013,-1397.1359849552337,-1397.1359849552337,-1397.1359849552337,-501.65092176926777,-501.65092176926777,-501.65092176926777,0,0,0,-2561.7617708356356,3018.1678207836862,1986.347758052373,1986.347758052373,87.56085132787166
2022-01-16T00:00:00Z,1986.8010601636188,-2544.238106903927,-2544.238106903927,-2544.238106903927,-2050.3502625628503,-2050.3502625628503,-2050.3502625628503,-493.88784434107686,-493.88784434107686,-493.88784434107686,0,0,0,-3298.008753770136,2137.842007418299,1986.8010601636188,1986.8010601636188,-557.4370467403082
2022-01-17T00:00:00Z,1987.2543622748644,-261.672156503581,-261.672156503581,-261.672156503581,219.7286860534348,219.7286860534348,219.7286860534348,-481.40084255701595,-481.40084255701595,-481.40084255701595,0,0,0,-1071.321403827528,4309.205961765801,1987.2543622748644,1987.2543622748644,1725.5822057712835
2022-01-18T00:00:00Z,1987.7076643861105,316.68762704571117,316.68762704571117,316.68762704571117,781.5485238191305,781.5485238191305,781.5485238191305,-464.8608967734195,-464.8608967734195,-464.8608967734195,0,0,0,-511.05211824030346,4970.854796255587,1987.7076643861105,1987.7076643861105,2304.3952914318215
2022-01-19T00:00:00Z,1988.160966497356,357.0802308820079,357.0802308820079,357.0802308820079,802.0779698633991,802.0779698633991,802.0779698633991,-444.99773898139097,-444.99773898139097,-444.99773898139097,0,0,0,-229.36807374189593,5033.209986243468,1988.160966497356,1988.160966497356,2345.2411973793637
2022-01-20T00:00:00Z,1988.614268608602,377.77775665422587,377.77775665422587,377.77775665422587,800.3575195425085,800.3575195425085,800.3575195425085,-422.57976288828274,-422.57976288828274,-422.57976288828274,0,0,0,-296.65316525119306,4965.1907471549575,1988.614268608602,1988.614268608602,2366.3920252628277
2022-01-21T00:00:00Z,1989.0675707198477,445.38020520163917,445.38020520163917,445.38020520163917,843.7735482487186,843.7735482487186,843.7735482487186,-398.3933430470794,-398.3933430470794,-398.3933430470794,0,0,0,-322.0435185936546,5050.819367196121,1989.0675707198477,1989.0675707198477,2434.447775921487
2022-01-22T00:00:00Z,1989.5208728310936,-1770.3580994071433,-1770.3580994071433,-1770.3580994071433,-1397.1359849580529,-1397.1359849580529,-1397.1359849580529,-373.2221144490905,-373.2221144490905,-373.2221144490905,0,0,0,-2451.0865905623536,2936.3994092670837,1989.5208728310936,1989.5208728310936,219.16277342395028
2022-01-23T00:00:00Z,1989.9741749423392,-2398.1770217303742,-2398.1770217303742,-2398.1770217303742,-2050.3502625639376,-2050.3502625639376,-2050.3502625639376,-347.8267591664368,-347.8267591664368,-347.8267591664368,0,0,0,-3327.063175435625,2025.2916010262436,1989.9741749423392,1989.9741749423392,-408.202846788035
2022-01-24T00:00:00Z,1990.4274770535853,-103.19714098351785,-103.19714098351785,-103.19714098351785,219.72868604575604,219.72868604575604,219.72868604575604,-322.9258270292739,-322.9258270292739,-322.9258270292739,0,0,0,-749.149910598101,4633.436883423715,1990.4274770535853,1990.4274770535853,1887.2303360700676
2022-01-25T00:00:00Z,1990.880779164831,482.37044024497476,482.37044024497476,482.37044024497476,781.5485238184783,781.5485238184783,781.5485238184783,-299.17808357350344,-299.17808357350344,-299.17808357350344,0,0,0,-542.3512737223816,5164.398577922744,1990.880779164831,1990.880779164831,2473.251219409806
2022-01-26T00:00:00Z,1991.3340812760769,524.9111382271259,524.9111382271259,524.9111382271259,802.0779698632077,802.0779698632077,802.0779698632077,-277.1668316360818,-277.1668316360818,-277.1668316360818,0,0,0,-229.67453925401207,5295.801680019881,1991.3340812760769,1991.3340812760769,2516.245219503203
2022-01-27T00:00:00Z,1991.7873833873225,542.9709251535102,542.9709251535102,542.9709251535102,800.3575195432028,800.3575195432028,800.3575195432028,-257.3865943896927,-257.3865943896927,-257.3865943896927,0,0,0,-173.3201258170621,5164.152915294083,1991.7873833873225,1991.7873833873225,2534.758308540833
2022-01-28T00:00:00Z,1992.2406854985686,603.5410692486231,603.5410692486231,603.5410692486231,843.7735482473029,843.7735482473029,843.7735482473029,-240.23247899867965,-240.23247899867965,-240.23247899867965,0,0,0,-166.42847724081912,5150.654556145246,1992.2406854985686,1992.2406854985686,2595.781754747192
2022-01-29T00:00:00Z,1992.6939876098143,-1623.1284483791503,-1623.1284483791503,-1623.1284483791503,-1397.1359849608714,-1397.1359849608714,-1397.1359849608714,-225.99246341827856,-225.99246341827856,-225.99246341827856,0,0,0,-2326.975988826374,3014.025281125125,1992.6939876098143,1992.6939876098143,369.56553923066394
2022-01-30T00:00:00Z,1993.1472897210601,-2265.193028901195,-2265.193028901195,-2265.193028901195,-2050.35026256648,-2050.35026256648,-2050.35026256648,-214.84276633471444,-214.84276633471444,-214.84276633471444,0,0,0,-3142.066889492459,2574.2648752544196,1993.1472897210601,1993.1472897210601,-272.04573918013466
2022-01-31T00:00:00Z,1993.6005918323058,12.88231187241713,12.88231187241713,12.88231187241713,219.7286860475221,219.7286860475221,219.7286860475221,-206.846374175105,-206.846374175105,-206.846374175105,0,0,0,-837.939792588697,4790.760307982341,1993.6005918323058,1993.6005918323058,2006.482903704723
