ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,Christmas,Christmas_lower,Christmas_upper,CNY,CNY_lower,CNY_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,holidays,holidays_lower,holidays_upper,is_final_2ld,is_final_2ld_lower,is_final_2ld_upper,is_final_day,is_final_day_lower,is_final_day_upper,is_final_week,is_final_week_lower,is_final_week_upper,is_first_2days,is_first_2days_lower,is_first_2days_upper,is_first_day,is_first_day_lower,is_first_day_upper,is_first_week,is_first_week_lower,is_first_week_upper,MCO_1,MCO_1_lower,MCO_1_upper,MCO_2,MCO_2_lower,MCO_2_upper,Minor_PH,Minor_PH_lower,Minor_PH_upper,monthly,monthly_lower,monthly_upper,Raya_AA,Raya_AA_lower,Raya_AA_upper,Raya_AF,Raya_AF_lower,Raya_AF_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-01T00:00:00Z,1779.5351273910705,-4168.536282903349,-4168.536282903349,-4168.536282903349,0,0,0,0,0,0,-615.221000053812,-615.221000053812,-615.221000053812,-1683.3583639625576,-1683.3583639625576,-1683.3583639625576,0,0,0,0,0,0,0,0,0,0,0,0,-615.221000053812,-615.221000053812,-615.221000053812,0,0,0,0,0,0,0,0,0,-1683.3583639625576,-1683.3583639625576,-1683.3583639625576,-739.8826407435251,-739.8826407435251,-739.8826407435251,0,0,0,0,0,0,-1478.1331127845303,-1478.1331127845303,-1478.1331127845303,348.0588346410762,348.0588346410762,348.0588346410762,0,0,0,-3940.6537081063057,-909.5031783867278,1779.5351273910705,1779.5351273910705,-2389.0011555122787
2022-01-02T00:00:00Z,1780.2710361679103,-3098.3317852178798,-3098.3317852178798,-3098.3317852178798,0,0,0,0,0,0,-752.8897151972958,-752.8897151972958,-752.8897151972958,0,0,0,0,0,0,0,0,0,0,0,0,-752.8897151972958,-752.8897151972958,-752.8897151972958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-549.114878182938,-549.114878182938,-549.114878182938,0,0,0,0,0,0,-2060.641727082962,-2060.641727082962,-2060.641727082962,264.31453524531554,264.31453524531554,264.31453524531554,0,0,0,-2781.7119176115348,106.57845860058254,1780.2710361679103,1780.2710361679103,-1318.0607490499694
2022-01-03T00:00:00Z,1781.0069449447503,-547.0337993294713,-547.0337993294713,-547.0337993294713,0,0,0,0,0,0,-641.1967284672644,-641.1967284672644,-641.1967284672644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-641.1967284672644,-641.1967284672644,-641.1967284672644,0,0,0,0,0,0,0,0,0,-481.52791387520523,-481.52791387520523,-481.52791387520523,0,0,0,0,0,0,398.1504989812631,398.1504989812631,398.1504989812631,177.54034403173537,177.54034403173537,177.54034403173537,0,0,0,-264.87490026252243,2628.556110294588,1781.0069449447503,1781.0069449447503,1233.973145615279
2022-01-04T00:00:00Z,1781.74285372159,-409.58358564573905,-409.58358564573905,-409.58358564573905,0,0,0,0,0,0,-641.1967284672644,-641.1967284672644,-641.1967284672644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-641.1967284672644,-641.1967284672644,-641.1967284672644,0,0,0,0,0,0,0,0,0,-590.7622508509215,-590.7622508509215,-590.7622508509215,0,0,0,0,0,0,733.1039213662423,733.1039213662423,733.1039213662423,89.27147230620476,89.27147230620476,89.27147230620476,0,0,0,52.538868643367906,2777.2466819580623,1781.74285372159,1781.74285372159,1372.159268075851
2022-01-05T00:00:00Z,1782.4787624984301,-599.3644894608989,-599.3644894608989,-599.3644894608989,0,0,0,0,0,0,-641.1967284672644,-641.1967284672644,-641.1967284672644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-641.1967284672644,-641.1967284672644,-641.1967284672644,0,0,0,0,0,0,0,0,0,-760.1013029937869,-760.1013029937869,-760.1013029937869,0,0,0,0,0,0,800.8560034333307,800.8560034333307,800.8560034333307,1.0775385668218307,1.0775385668218307,1.0775385668218307,0,0,0,-248.6215643886086,2583.9834871967396,1782.4787624984301,1782.4787624984301,1183.1142730375313
2022-01-06T00:00:00Z,1783.21467127527,-755.5587862477852,-755.5587862477852,-755.5587862477852,0,0,0,0,0,0,-641.1967284672644,-641.1967284672644,-641.1967284672644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-641.1967284672644,-641.1967284672644,-641.1967284672644,0,0,0,0,0,0,0,0,0,-834.9519579984299,-834.9519579984299,-834.9519579984299,0,0,0,0,0,0,806.0626646842629,806.0626646842629,806.0626646842629,-85.47276446635412,-85.47276446635412,-85.47276446635412,0,0,0,-502.8416648874799,2442.2325095840456,1783.21467127527,1783.21467127527,1027.6558850274846
2022-01-07T00:00:00Z,1783.95058005211,-771.9253159767102,-771.9253159767102,-771.9253159767102,0,0,0,0,0,0,-641.1967284672644,-641.1967284672644,-641.1967284672644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-641.1967284672644,-641.1967284672644,-641.1967284672644,0,0,0,0,0,0,0,0,0,-762.4831881816112,-762.4831881816112,-762.4831881816112,0,0,0,0,0,0,800.6017513959762,800.6017513959762,800.6017513959762,-168.84715072381104,-168.84715072381104,-168.84715072381104,0,0,0,-481.82701759937146,2476.6961977555356,1783.95058005211,1783.95058005211,1012.0252640753997
2022-01-08T00:00:00Z,1784.6864888289497,-2341.561807701423,-2341.561807701423,-2341.561807701423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-615.8442004085235,-615.8442004085235,-615.8442004085235,0,0,0,0,0,0,-1478.1331127774413,-1478.1331127774413,-1478.1331127774413,-247.5844945154578,-247.5844945154578,-247.5844945154578,0,0,0,-1969.3450630714601,906.8215072447355,1784.6864888289497,1784.6864888289497,-556.8753188724731
2022-01-09T00:00:00Z,1785.4223976057897,-2880.9055518599034,-2880.9055518599034,-2880.9055518599034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-499.93582841315856,-499.93582841315856,-499.93582841315856,0,0,0,0,0,0,-2060.641727082402,-2060.641727082402,-2060.641727082402,-320.3279963643427,-320.3279963643427,-320.3279963643427,0,0,0,-2459.2901133470405,359.4183273298512,1785.4223976057897,1785.4223976057897,-1095.4831542541137
2022-01-10T00:00:00Z,1786.1583063826295,-432.92683568812015,-432.92683568812015,-432.92683568812015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.221397930756,-445.221397930756,-445.221397930756,0,0,0,0,0,0,398.1504989830155,398.1504989830155,398.1504989830155,-385.85593674037966,-385.85593674037966,-385.85593674037966,0,0,0,-57.45065094602684,2851.3095151657526,1786.1583063826295,1786.1583063826295,1353.2314706945094
