ds,trend,additive_terms,additive_terms_lower,additive_terms_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2022-01-11T00:00:00Z,1948.3951603110058,-296.3227364166487,-296.3227364166487,-296.3227364166487,-654.346859274387,-654.346859274387,-654.346859274387,768.5481015213171,768.5481015213171,768.5481015213171,-410.52397866357893,-410.52397866357893,-410.52397866357893,0,0,0,-320.8165761187006,3750.6224248543804,1948.3951603110058,1948.3951603110058,1652.0724238943571
2022-01-12T00:00:00Z,1949.0005505263405,-240.21675597117232,-240.21675597117232,-240.21675597117232,-598.3108057484342,-598.3108057484342,-598.3108057484342,805.7055426524887,805.7055426524887,805.7055426524887,-447.6114928752265,-447.6114928752265,-447.6114928752265,0,0,0,-471.29600462077224,3725.6478971801876,1949.0005505263405,1949.0005505263405,1708.7837945551682
2022-01-13T00:00:00Z,1949.6059407416747,-84.89429287119376,-84.89429287119376,-84.89429287119376,-411.9781529041796,-411.9781529041796,-411.9781529041796,804.8203231240885,804.8203231240885,804.8203231240885,-477.73646309110245,-477.73646309110245,-477.73646309110245,0,0,0,-175.41494894832164,3749.142709111418,1949.6059407416747,1949.6059407416747,1864.7116478704809
2022-01-14T00:00:00Z,1950.211330957009,127.10503716973477,127.10503716973477,127.10503716973477,-216.2349902804101,-216.2349902804101,-216.2349902804101,844.0324264307146,844.0324264307146,844.0324264307146,-500.6923989805697,-500.6923989805697,-500.6923989805697,0,0,0,143.39130524710708,4134.898301026358,1950.211330957009,1950.211330957009,2077.316368126744
2022-01-15T00:00:00Z,1950.8167211723437,-2082.2237772739327,-2082.2237772739327,-2082.2237772739327,-164.27065544083862,-164.27065544083862,-164.27065544083862,-1401.527438646816,-1401.527438646816,-1401.527438646816,-516.4256831862776,-516.4256831862776,-516.4256831862776,0,0,0,-2246.4477060687523,1816.1675650317743,1950.8167211723437,1950.8167211723437,-131.40705610158898
2022-01-16T00:00:00Z,1951.4221113876783,-2828.2742568380904,-2828.2742568380904,-2828.2742568380904,-253.14427386888175,-253.14427386888175,-253.14427386888175,-2050.095653884742,-2050.095653884742,-2050.095653884742,-525.0343290844669,-525.0343290844669,-525.0343290844669,0,0,0,-2875.2464696640864,1348.7332776132455,1951.4221113876783,1951.4221113876783,-876.8521454504121
2022-01-17T00:00:00Z,1952.0275016030123,-599.7989749134284,-599.7989749134284,-599.7989749134284,-301.55261811170624,-301.55261811170624,-301.55261811170624,228.51669881220073,228.51669881220073,228.51669881220073,-526.7630556139229,-526.7630556139229,-526.7630556139229,0,0,0,-698.7037162461049,3469.766706207805,1952.0275016030123,1952.0275016030123,1352.2285266895838
2022-01-18T00:00:00Z,1952.632891818347,110.8907043537278,110.8907043537278,110.8907043537278,-135.66257418073482,-135.66257418073482,-135.66257418073482,768.5481015215273,768.5481015215273,768.5481015215273,-521.9948229870646,-521.9948229870646,-521.9948229870646,0,0,0,-59.35092604821488,4083.1175802235553,1952.632891818347,1952.632891818347,2063.5235961720746
2022-01-19T00:00:00Z,1953.2382820336813,501.62226709605613,501.62226709605613,501.62226709605613,207.1557886530245,207.1557886530245,207.1557886530245,805.7055426528925,805.7055426528925,805.7055426528925,-511.239064209861,-511.239064209861,-511.239064209861,0,0,0,444.4874086328653,4502.55093808178,1953.2382820336813,1953.2382820336813,2454.8605491297376
2022-01-20T00:00:00Z,1953.8436722490155,799.3663822522271,799.3663822522271,799.3663822522271,489.66299119757133,489.66299119757133,489.66299119757133,804.8203231247908,804.8203231247908,804.8203231247908,-495.11693207013474,-495.11693207013474,-495.11693207013474,0,0,0,746.0543665486149,4859.784807177985,1953.8436722490155,1953.8436722490155,2753.2100545012427
2022-01-21T00:00:00Z,1954.4490624643502,894.8087985780614,894.8087985780614,894.8087985780614,525.1203294871007,525.1203294871007,525.1203294871007,844.0324264292801,844.0324264292801,844.0324264292801,-474.34395733831957,-474.34395733831957,-474.34395733831957,0,0,0,784.9216654383363,4896.8799470252625,1954.4490624643502,1954.4490624643502,2849.2578610424116
2022-01-22T00:00:00Z,1955.0544526796846,-1422.4969653256499,-1422.4969653256499,-1422.4969653256499,428.7410526755813,428.7410526755813,428.7410526755813,-1401.5274386496633,-1401.5274386496633,-1401.5274386496633,-449.7105793515676,-449.7105793515676,-449.7105793515676,0,0,0,-1466.034821461235,2315.596936012521,1955.0544526796846,1955.0544526796846,532.5574873540347
2022-01-23T00:00:00Z,1955.6598428950192,-1883.0307310226965,-1883.0307310226965,-1883.0307310226965,589.1259860447625,589.1259860447625,589.1259860447625,-2050.095653885862,-2050.095653885862,-2050.095653885862,-422.0610631815977,-422.0610631815977,-422.0610631815977,0,0,0,-2010.2435624448121,2183.753954335925,1955.6598428950192,1955.6598428950192,72.62911187232271
2022-01-24T00:00:00Z,1956.2652331103534,1161.0957817490255,1161.0957817490255,1161.0957817490255,1324.850439783955,1324.850439783955,1324.850439783955,228.5166988045433,228.5166988045433,228.5166988045433,-392.27135683947256,-392.27135683947256,-392.27135683947256,0,0,0,883.7785150144674,5121.560252329822,1956.2652331103534,1956.2652331103534,3117.361014859379
2022-01-25T00:00:00Z,1956.8706233256878,2916.620237877584,2916.620237877584,2916.620237877584,2509.2986027819516,2509.2986027819516,2509.2986027819516,768.5481015208738,768.5481015208738,768.5481015208738,-361.22646642524177,-361.22646642524177,-361.22646642524177,0,0,0,2947.333272954205,6803.903091671073,1956.8706233256878,1956.8706233256878,4873.490861203271
2022-01-26T00:00:00Z,1957.4760135410224,4002.38910963054,4002.38910963054,4002.38910963054,3526.48150315819,3526.48150315819,3526.48150315819,805.7055426527068,805.7055426527068,805.7055426527068,-329.79793618035734,-329.79793618035734,-329.79793618035734,0,0,0,4064.047268693966,7926.993659350953,1957.4760135410224,1957.4760135410224,5959.865123171563
